Longitude,Latitude,Source,Impact
-82.02590,36.17597,"PL,S2",UNCLEAR
-81.99171,36.15916,"PL,S2",Road
-81.90770,36.16141,S2,Road
-81.87885,36.17009,"PL,S2",Building
-81.90518,36.16073,"PL,S2",Other
-81.83880,36.18774,"PL,S2",Road
-81.86406,36.17227,"PL,S2",Road
-81.86605,36.17058,"PL,S2",Other
-81.86523,36.17074,"PL,S2",Road
-81.86778,36.16877,"PL,S2",Other
-81.85628,36.17000,"PL,S2",Road
-81.86949,36.18290,"PL,S2",Road
-81.85067,36.17011,"PL,S2",Road
-81.84740,36.18771,"PL,S2",Road
-81.72427,36.22845,S2,River
-81.72586,36.20641,"PL,S2",Other
-81.74525,36.22000,"PL,S2",Road
-81.74967,36.21279,"PL,S2",Road
-81.79213,36.23610,"PL,S2",Road
-81.87441,36.19881,"PL,S2",Road
-81.94054,36.20901,"PL,S2",River
-82.03593,36.20208,"PL,S2",UNCLEAR
-82.07817,36.19532,"PL,S2",Road
-81.91666,36.24051,S2,Road
-81.89609,36.26297,S2,River
-81.89709,36.26181,"PL,S2",Road
-81.81941,36.26709,S2,Road
-81.81906,36.26829,S2,Road
-81.81638,36.26667,S2,Road
-81.82657,36.26656,S2,Road
-81.78590,36.24187,S2,Other
-81.77486,36.26071,S2,NONE
-81.77461,36.26294,S2,Road
-81.75402,36.25554,S2,Road
-81.75381,36.24325,S2,NONE
-81.73206,36.24652,S2,Various
-81.72193,36.23573,S2,Road
-81.73074,36.23719,S2,NONE
-81.73911,36.25208,S2,NONE
-81.72513,36.23950,S2,Other
-81.77127,36.28430,S2,River
-81.77207,36.27272,S2,Road
-81.77120,36.27425,S2,NONE
-81.79128,36.26459,S2,NONE
-81.76601,36.32381,S2,NONE
-81.75913,36.29557,S2,NONE
-81.75499,36.30588,S2,NONE
-81.73342,36.35742,S2,UNCLEAR
-81.73266,36.37291,S2,Other
-81.71085,36.34048,S2,Road
-81.81068,36.57451,S2,NONE
-81.81019,36.57558,S2,NONE
-81.61801,36.46209,S2,River
-81.61471,36.49336,S2,Road
-81.61558,36.49883,S2,Various
-81.58858,36.47627,S2,River
-81.60948,36.47634,S2,River
-81.61949,36.48750,S2,River
-81.61631,36.47756,S2,River
-81.61649,36.47829,S2,River
-81.61809,36.49910,S2,River
-81.61886,36.50197,S2,River
-81.62179,36.46908,S2,UNCLEAR
-81.63361,36.49056,S2,UNCLEAR
-81.63087,36.50669,S2,River
-81.63049,36.50739,S2,River
-81.62105,36.51028,S2,River
-81.60173,36.47021,S2,Various
-81.66587,36.46907,S2,Road
-81.67851,36.48344,S2,River
-81.64418,36.48392,S2,River
-81.63910,36.45073,S2,UNCLEAR
-82.20494,35.54014,PC,Building
-82.20619,35.54058,FO,Other
-82.40967,35.61812,FO,Road
-81.73129,36.24342,FO,Building
-81.69332,36.24934,FO,Road
-81.69235,36.24742,"FO,MR,S2",Building
-81.69157,36.24561,FO,Building
-81.69495,36.25371,FO,Various
-81.69510,36.25497,S2,UNCLEAR
-81.69689,36.25374,FO,Building
-81.70046,36.25567,S2,River
-81.69588,36.26192,FO,Road
-81.69795,36.26176,S2,Building
-81.69951,36.26193,FO,Building
-81.68092,36.25200,FO,Road
-81.68023,36.25278,S2,Building
-81.74180,36.26721,FO,NONE
-81.74427,36.26606,FO,Road
-81.74380,36.26719,FO,Building
-81.74508,36.26701,FO,Building
-81.73667,36.25859,FO,Various
-81.73309,36.28414,FO,Road
-81.66517,36.42405,FO,Road
-81.66935,36.41414,FO,Road
-81.67232,36.41425,FO,Road
-81.67695,36.41291,"FO,S2",Road
-81.67724,36.41367,"FO,S2",Road
-81.67678,36.41172,"FO,S2",Other
-81.69208,36.40413,FO,Other
-81.64550,36.44016,"FO,S2",Road
-81.61259,36.44676,FO,Various
-81.60226,36.45464,FO,Road
-81.52130,36.46112,FO,Road
-81.68568,36.12530,"FO,S2",Road
-81.75149,36.33488,"FO,S2",Building
-81.75851,36.33757,FO,NONE
-81.76443,36.33691,FO,Building
-81.76414,36.33520,FO,Building
-81.76384,36.33507,FO,Building
-81.76708,36.33196,FO,Other
-81.76683,36.33168,FO,Other
-81.76663,36.33150,FO,Other
-81.76611,36.33102,FO,Other
-81.76485,36.33130,"FO,S2",Other
-81.76619,36.33055,FO,NONE
-81.76572,36.33026,FO,NONE
-81.76560,36.33058,FO,NONE
-81.79421,36.26483,"FO,MR",Building
-81.79556,36.26434,FO,Road
-81.79528,36.26353,FO,NONE
-81.78416,36.26646,FO,River
-81.77402,36.26976,FO,Road
-81.77445,36.26985,FO,Road
-81.78058,36.27443,FO,Building
-81.77731,36.27495,FO,Road
-81.77969,36.27720,FO,Various
-81.78268,36.28006,FO,NONE
-81.78350,36.28054,FO,Building
-81.78114,36.28465,FO,Road
-81.78692,36.28319,FO,Road
-81.78658,36.28393,FO,Other
-81.79141,36.28188,FO,Building
-81.79233,36.28488,FO,Road
-81.79043,36.28759,FO,Building
-81.75091,36.31239,FO,NONE
-81.50332,36.50781,FO,Building
-81.50420,36.50777,FO,Road
-81.50140,36.51192,FO,Road
-81.50651,36.50155,FO,Other
-81.50822,36.50131,FO,Building
-81.51846,36.50727,FO,Various
-81.50006,36.49886,FO,Various
-81.50133,36.49835,FO,Various
-82.51820,35.30660,FO,UNCLEAR
-82.51886,35.30619,FO,Building
-82.20494,35.57332,FO,Road
-82.34332,35.57098,S2,UNCLEAR
-82.34229,35.56972,S2,UNCLEAR
-82.40903,35.68972,"S2,UA",Road
-82.40384,35.46328,S2,NONE
-82.40341,35.46294,S2,River
-82.40297,35.46080,S2,River
-82.39926,35.47294,S2,River
-82.39782,35.47293,S2,River
-82.40228,35.48562,S2,Road
-82.39604,35.48493,S2,UNCLEAR
-82.37994,35.47879,S2,NONE
-82.37851,35.48774,S2,Various
-82.38026,35.42932,S2,Road
-82.34499,35.44505,S2,NONE
-82.31604,35.46367,"PL,UA",Road
-82.31553,35.46351,"PL,UA",Road
-82.31511,35.46322,"PL,UA",Road
-82.30791,35.46041,"S2,UA",NONE
-82.30742,35.46040,"S2,UA",NONE
-82.30696,35.46044,"S2,UA",NONE
-82.30679,35.46069,"S2,UA",NONE
-82.30851,35.47071,"S2,UA",Building
-82.32533,35.46872,S2,Road
-82.31938,35.46386,"PL,S2",River
-82.40286,35.68534,S2,UNCLEAR
-82.39913,35.70840,S2,River
-82.30576,35.47627,S2,Various
-82.30755,35.48574,S2,Road
-82.30679,35.48612,S2,Road
-82.08534,36.00780,"PL,S2",NONE
-82.07616,35.98698,S2,NONE
-82.07814,35.99106,S2,NONE
-82.10134,35.99759,S2,NONE
-82.09996,35.99663,S2,NONE
-82.25048,35.57587,"PL,S2",Other
-82.23501,35.56748,S2,UNCLEAR
-82.24340,35.57980,"PL,S2",Road
-82.23773,35.57688,"PL,S2",Road
-82.23389,35.58259,S2,Road
-82.09314,35.94858,S2,Road
-82.22368,35.57360,"PL,S2",Other
-82.21910,35.62520,"PL,S2",Road
-82.21728,35.62545,"PL,S2",Road
-82.21294,35.62543,"PL,S2",Road
-82.13243,35.85430,"S2,UA",Road
-82.26562,35.83138,S2,Road
-82.27497,35.82667,S2,Road
-82.31704,35.84917,S2,Building
-82.30289,35.88283,S2,Building
-82.21096,35.65943,S2,NONE
-82.73555,36.02044,S2,Road
-82.20802,35.66701,S2,NONE
-82.20229,35.67317,S2,NONE
-82.16635,35.70634,S2,NONE
-82.13428,35.73094,"PL,S2",UNCLEAR
-82.13369,35.73110,"PL,S2",UNCLEAR
-82.12972,35.73260,"PL,S2",Road
-82.33995,35.88164,S2,Building
-82.34168,35.88587,S2,Building
-82.34644,35.89396,S2,Building
-82.33112,35.92978,S2,NONE
-82.31740,35.56598,S2,NONE
-82.31088,35.59618,"PL,S2",Road
-82.29212,35.63454,"PL,S2",NONE
-82.29953,35.63829,"PL,S2",NONE
-82.34556,35.88641,"PL,S2",Road
-82.26376,35.62594,"PL,S2",Other
-82.26210,35.62672,"PL,S2",Other
-82.26033,35.62773,"PL,S2",Other
-82.25661,35.62871,"PL,S2",UNCLEAR
-82.25628,35.62906,"PL,S2",UNCLEAR
-82.25679,35.62953,"PL,S2",Other
-82.25623,35.63029,"PL,S2",Other
-82.25619,35.63068,"PL,S2",Other
-82.25562,35.63073,"PL,S2",Other
-82.25596,35.63258,"PL,S2",Other
-82.32368,35.89830,S2,River
-82.25436,35.63283,"PL,S2",Other
-82.25517,35.63213,"PL,S2",Other
-82.24967,35.63327,"PL,S2",NONE
-82.24965,35.63624,"PL,S2",Road
-82.24897,35.63646,"PL,S2",NONE
-82.24909,35.63608,"PL,S2",NONE
-82.24782,35.63611,"PL,S2",Other
-82.24407,35.63559,"PL,S2",Other
-82.24373,35.63538,"PL,S2",Other
-82.24055,35.63516,"PL,S2",Other
-82.24093,35.63414,"PL,S2",NONE
-82.25539,35.65059,S2,NONE
-82.25514,35.65231,"PL,S2",UNCLEAR
-82.27091,35.62611,"PL,S2",Road
-82.26672,35.23347,S2,UNCLEAR
-82.26463,35.24975,PL,NONE
-82.30586,35.23118,S2,Other
-82.29724,35.23324,S2,NONE
-82.32841,35.25534,"PL,S2",Road
-82.33962,35.27623,S2,NONE
-82.33746,35.27475,S2,NONE
-82.33686,35.27506,S2,NONE
-82.22401,35.27007,"PL,S2",Building
-82.22150,35.26384,S2,NONE
-82.22465,35.26844,"PL,S2",UNCLEAR
-82.23898,35.28279,PL,NONE
-82.35155,35.28421,"NO,S2",River
-82.35184,35.29701,"NO,PL,S2",Road
-82.33146,35.33062,"PL,S2",UNCLEAR
-82.33521,35.32445,"PL,S2",Other
-82.39855,35.40947,S2,UNCLEAR
-82.29426,35.30029,"PL,S2",NONE
-82.35113,35.95398,S2,UNCLEAR
-82.34805,36.25840,S2,NONE
-82.03377,36.52168,S2,NONE
-82.11202,36.65419,S2,Other
-81.86484,36.17132,S2,Road
-81.89805,36.14526,S2,Road
-82.31181,35.34040,"PL,S2",River
-82.29387,35.33674,S2,Road
-81.95234,36.09659,S2,Road
-81.98359,36.11572,NO,Building
-82.31863,35.36231,"PL,S2",River
-82.31791,35.36206,"PL,S2",River
-82.31649,35.36156,"PL,S2",River
-82.33000,35.35776,"PL,S2",Building
-82.28740,35.37247,"PL,S2",Road
-82.28651,35.37139,"PL,S2",Road
-82.28595,35.37220,"PL,S2",Road
-82.28543,35.37240,"PL,S2",Building
-82.29071,35.37725,"PL,S2",Road
-81.98008,36.09721,S2,River
-82.26493,35.70239,"PL,S2",Road
-81.97256,36.07806,S2,Road
-82.28705,35.71383,"PL,S2",River
-82.24265,35.73367,"PL,S2",River
-82.24110,35.73561,"PL,S2",NONE
-82.24368,35.74767,S2,River
-82.24263,35.74592,S2,River
-82.22439,35.73417,S2,UNCLEAR
-82.00050,36.07401,"NO,S2",Road
-82.20133,35.72057,"PL,S2",NONE
-82.19653,35.71661,S2,Road
-82.19380,35.71551,"PL,S2",Road
-82.21821,35.70366,"PL,S2",NONE
-82.21902,35.70289,"PL,S2",NONE
-82.24272,35.71057,"PL,S2",UNCLEAR
-82.24674,35.72664,"PL,S2",River
-82.24701,35.72471,"PL,S2",Road
-82.27033,35.69313,S2,NONE
-82.24449,35.66997,"PL,S2",NONE
-82.23763,35.69233,"PL,S2",NONE
-82.23080,35.69218,"PL,S2",Road
-82.22955,35.69156,"PL,S2",River
-82.23259,35.68958,"PL,S2",NONE
-82.02828,36.07426,S2,River
-82.22214,35.68580,S2,Road
-82.20980,35.68457,S2,Other
-82.00290,36.04767,"NO,S2",Road
-82.00299,36.04894,"NO,S2",Other
-82.20248,35.68446,S2,Road
-82.20267,35.68597,PL,UNCLEAR
-82.20003,35.68722,PL,Road
-82.19963,35.68755,PL,Road
-82.01660,36.02829,NO,Road
-82.23724,35.66876,PL,NONE
-82.03378,36.00897,"NO,S2",Road
-82.23023,35.66125,"PL,S2",NONE
-82.21689,35.66626,S2,NONE
-82.21763,35.66641,S2,NONE
-82.23885,35.65444,"PL,S2",Other
-82.23780,35.64956,"PL,S2",UNCLEAR
-82.24423,35.65438,PL,Other
-82.24638,35.65401,"PL,S2",Road
-82.24476,35.65634,"PL,UA",Other
-82.24507,35.65713,"PL,UA",Other
-82.24420,35.65504,"PL,S2,UA",Other
-82.24648,35.65673,PL,Road
-82.24561,35.65853,"PL,S2",Other
-82.24701,35.65847,"PL,S2",Other
-82.24696,35.65892,PL,Other
-82.10530,36.07448,S2,Other
-82.25689,35.65617,"PL,S2",River
-82.25750,35.65557,PL,Other
-82.25368,35.65760,PL,Other
-82.25433,35.65715,PL,Other
-82.25111,35.65995,PL,Other
-82.25094,35.65905,PL,Road
-82.25059,35.65809,PL,UNCLEAR
-82.25132,35.65736,PL,Building
-81.66032,36.42836,S2,Road
-81.66903,36.42112,S2,Road
-81.67804,36.40452,S2,Building
-81.67710,36.41209,S2,Other
-81.67695,36.41322,S2,UNCLEAR
-81.72587,36.36915,S2,Building
-81.77192,36.35527,S2,River
-81.75738,36.34730,S2,Other
-81.75763,36.34668,S2,Other
-81.75725,36.34687,S2,Other
-81.76252,36.34939,S2,Other
-81.76251,36.35119,S2,Other
-81.77378,36.33215,S2,Road
-82.38920,35.67748,S2,NONE
-82.37113,35.70131,"PL,S2",NONE
-82.37140,35.70062,"PL,S2",NONE
-82.37143,35.70018,"PL,S2",NONE
-82.30134,35.71048,UA,River
-82.31199,35.70355,UA,River
-82.39156,35.73613,S2,River
-82.38675,35.74113,S2,River
-82.31734,35.75220,"PL,S2",River
-82.18409,35.44232,"PL,S2",NONE
-82.15629,35.51237,"PL,S2",NONE
-82.19246,35.54115,"PL,S2",Road
-82.17598,35.54808,"PL,S2",Building
-82.17924,35.54300,PL,UNCLEAR
-82.17183,35.54050,PL,Road
-82.22296,35.53663,"PL,S2",Other
-82.18518,35.51315,S2,River
-82.18830,35.49723,"PL,S2",NONE
-82.21741,35.50901,S2,Other
-82.21318,35.56137,"PL,S2",Building
-82.22223,35.48177,S2,NONE
-82.22444,35.48037,"PL,S2",NONE
-82.21547,35.47928,PL,NONE
-82.20670,35.48266,PL,NONE
-82.21212,35.47881,PL,NONE
-82.21170,35.47859,PL,NONE
-82.23684,35.48169,PL,UNCLEAR
-82.23046,35.47479,PL,NONE
-82.22209,35.47517,PL,NONE
-82.22901,35.49258,PL,NONE
-82.23982,35.46742,PL,NONE
-82.24461,35.46619,PL,NONE
-82.23004,35.46092,PL,NONE
-82.22953,35.45991,PL,NONE
-82.24792,35.46348,"PL,S2",NONE
-82.24607,35.46283,"PL,S2",Various
-82.24367,35.46274,"PL,S2",Various
-82.24292,35.46234,"PL,S2",Various
-82.24521,35.46419,"PL,S2",NONE
-82.23697,35.46095,PL,River
-82.24759,35.45693,S2,Various
-82.24468,35.45755,"PL,S2",Various
-82.24023,35.46128,S2,River
-82.24834,35.45635,"PL,S2",Various
-82.24799,35.45455,"PL,S2",Various
-82.24708,35.45282,"PL,S2",Various
-82.24677,35.45220,PL,Various
-82.25101,35.45387,PL,NONE
-82.25036,35.45288,"PL,S2",NONE
-82.24623,35.45697,S2,Various
-82.22599,35.45236,PL,NONE
-82.09831,35.83980,S2,Road
-82.11262,35.82986,S2,River
-82.16451,35.76876,S2,Road
-82.23533,35.44163,PL,NONE
-82.24140,35.44103,PL,Other
-82.24483,35.44206,PL,Other
-82.24858,35.44276,PL,NONE
-82.24928,35.44200,PL,Other
-82.24659,35.44381,PL,Other
-82.24576,35.44361,PL,Other
-82.24551,35.44343,PL,Other
-82.25069,35.44572,"PL,S2",UNCLEAR
-82.25424,35.44792,"PL,S2",NONE
-82.25743,35.44523,PL,Road
-82.26042,35.44308,"PL,S2",Road
-82.26152,35.44317,"PL,S2",Road
-82.26219,35.44865,PL,Various
-82.26203,35.44806,PL,Various
-82.26335,35.44566,"PL,S2",Various
-82.26265,35.44334,PL,Various
-82.25524,35.44333,PL,UNCLEAR
-82.26826,35.44645,PL,NONE
-82.26702,35.44611,PL,NONE
-82.26469,35.45193,PL,UNCLEAR
-82.26909,35.45067,"PL,S2",UNCLEAR
-82.27351,35.45109,"PL,S2",UNCLEAR
-82.27097,35.46382,S2,Road
-82.27700,35.46790,PL,Various
-82.28113,35.46720,"PL,S2",UNCLEAR
-82.42704,36.06263,"PL,S2",River
-82.47207,35.96659,PL,Other
-82.37064,35.94122,PL,Other
-82.36472,35.95157,PL,Other
-82.35338,35.94768,"PL,S2",Building
-82.35171,35.94561,"PL,S2",Road
-82.29919,35.77037,S2,UNCLEAR
-82.32128,35.77701,S2,UNCLEAR
-82.23221,35.74983,S2,NONE
-82.23566,35.75481,S2,Various
-81.70148,36.26014,S2,River
-81.67685,36.25933,S2,NONE
-81.61471,36.23831,S2,UNCLEAR
-81.60740,36.23206,S2,UNCLEAR
-82.18904,35.73781,S2,NONE
-82.18769,35.73851,S2,NONE
-82.17090,35.74524,PL,River
-82.18487,35.72630,S2,Road
-82.18450,35.72564,S2,Road
-82.17850,35.73491,S2,NONE
-82.28612,35.46456,S2,Building
-82.28707,35.46495,S2,River
-82.28751,35.46522,S2,River
-82.28003,35.45604,S2,NONE
-82.27960,35.45600,S2,NONE
-82.28414,35.45443,S2,Road
-81.75534,36.33356,S2,Road
-81.74009,36.27648,S2,Various
-81.74035,36.27690,S2,Various
-81.75098,36.32746,S2,Other
-81.75825,36.31369,S2,Other
-81.76155,36.31272,S2,NONE
-81.52663,36.21271,S2,UNCLEAR
-81.52649,36.21229,S2,UNCLEAR
-81.52642,36.21184,S2,UNCLEAR
-81.52633,36.21150,S2,UNCLEAR
-81.52621,36.21108,S2,UNCLEAR
-81.52533,36.21171,S2,UNCLEAR
-81.52585,36.21202,S2,UNCLEAR
-81.52621,36.21281,S2,UNCLEAR
-81.76600,36.29502,PL,Other
-81.76608,36.29549,PL,Other
-81.80090,36.29173,S2,Other
-81.58225,36.18526,S2,NONE
-81.59098,36.20081,S2,UNCLEAR
-81.59587,36.20007,S2,UNCLEAR
-81.59574,36.20086,S2,UNCLEAR
-81.79200,36.28495,PL,Road
-81.79445,36.28522,PL,Various
-82.29136,35.54316,S2,NONE
-81.48318,36.52081,S2,NONE
-81.46768,36.51780,S2,NONE
-81.46710,36.51841,S2,NONE
-81.53911,36.57150,S2,Road
-81.55930,36.59473,S2,UNCLEAR
-82.34281,35.52276,PL,NONE
-82.33997,35.52079,PL,UNCLEAR
-82.33813,35.52925,PL,NONE
-82.33872,35.52811,PL,NONE
-82.34424,35.52451,PL,NONE
-82.34843,35.52640,PL,Other
-82.34633,35.52662,PL,Other
-81.19595,36.63049,S2,River
-81.14009,36.57020,S2,Road
-81.17032,36.41005,S2,NONE
-81.77589,36.26155,PL,NONE
-81.77603,36.26124,PL,NONE
-81.77616,36.26062,PL,NONE
-81.75284,36.27199,S2,Building
-81.75249,36.27180,S2,Building
-81.75232,36.27148,S2,Building
-81.75209,36.27105,S2,Building
-81.75204,36.27074,S2,Building
-81.74679,36.23342,S2,NONE
-81.74213,36.24129,FO,Other
-81.73357,36.24484,MR,Various
-81.73322,36.24366,MR,Various
-81.55625,36.42831,S2,NONE
-81.55401,36.42595,S2,NONE
-81.63152,36.49869,S2,River
-81.62493,36.51046,S2,River
-81.62644,36.51051,S2,River
-81.61943,36.49192,S2,Road
-81.61117,36.48805,S2,River
-81.59665,36.46131,S2,River
-81.60517,36.47728,S2,River
-81.60855,36.47572,S2,River
-81.66233,36.48248,S2,UNCLEAR
-82.13378,35.72199,S2,River
-82.13576,35.72194,S2,River
-82.16168,35.54508,FO,Building
-82.42278,35.62562,FO,Road
-81.78948,36.29872,FO,Road
-82.49350,35.61009,FO,Road
-82.31613,35.64029,FO,Road
-82.49243,35.58277,FO,Other
-81.14539,36.56787,"FO,S2",Road
-82.41355,35.62882,FO,Road
-81.79466,36.29572,FO,Road
-81.77790,36.29317,FO,Other
-81.93304,36.15546,FO,UNCLEAR
-81.52489,36.38648,"FO,S2",Road
-81.79201,36.29942,FO,Road
-82.16232,35.54477,FO,Road
-82.49348,35.58239,FO,Road
-82.30994,35.59250,FO,Building
-82.46796,35.40163,FO,River
-82.56615,35.61956,FO,Building
-82.41537,35.62929,FO,Road
-82.30362,35.40533,"FO,S2",Road
-82.49239,35.58278,FO,Other
-82.38171,35.61839,FO,Building
-82.30220,35.40168,"FO,S2",Building
-81.15647,36.57640,"FO,S2",Other
-82.30224,35.40241,"FO,S2",Road
-82.49227,35.58285,FO,Other
-82.45252,35.37533,FO,Building
-82.30417,35.40742,FO,Other
-81.94525,36.17276,FO,Road
-82.30376,35.40810,FO,NONE
-81.93349,36.05344,FO,Other
-81.73687,36.26536,"FO,S2",Various
-81.94291,36.17150,FO,UNCLEAR
-82.49226,35.58260,FO,Other
-82.40141,35.89604,FO,NONE
-82.49229,35.58299,FO,Other
-82.45096,35.38059,FO,Other
-81.76112,36.27346,"FO,S2",Road
-81.93733,36.15206,"FO,S2",River
-82.49343,35.58225,FO,Road
-82.49211,35.58321,FO,Other
-81.52483,36.38570,FO,Road
-82.31221,35.41286,"FO,S2",UNCLEAR
-82.49558,35.61060,FO,Other
-82.47209,35.65752,FO,UNCLEAR
-81.93970,36.16271,FO,Other
-82.45758,35.63791,FO,Other